"","fheight","sheight","predict"
"737",68.4376,68.55092,69.07037016
"738",67.74551,68.07785,68.714566691
"739",68.0934,67.93252,68.89341694
"740",67.71665,68.5916,68.699729765
"741",68.99349,67.90891,69.356153209
"742",69.24616,68.63842,69.486050856
"743",69.2828,68.6514,69.50488748
"744",69.26254,68.40634,69.494471814
"745",68.75605,68.19563,69.234085305
"746",69.62519,68.3391,69.680910179
"747",69.61942,68.13175,69.677943822
"748",69.94715,67.79551,69.846429815
"749",70.58916,68.24471,70.176487156
"750",72.34058,67.96366,71.076892178
"751",71.56142,68.02669,70.676326022
"752",72.94457,68.07695,71.387403437
"753",63.33777,69.23339,66.448547557
"754",64.3445,69.22874,66.96610745
"755",65.14077,68.9062,67.375469857
"756",65.2424,69.33247,67.42771784
"757",65.90397,69.53206,67.767830977
"758",65.98763,69.02418,67.810840583
"759",65.57065,69.26288,67.596471165
"760",65.82733,69.55433,67.728430353
"761",66.88576,69.3664,68.272569216
"762",66.98594,68.96569,68.324071754
"763",67.41537,69.33038,68.544841717
"764",67.93319,69.10425,68.811052979
"765",67.77812,69.29199,68.731331492
"766",68.44999,69.26009,69.076739859
"767",68.32281,68.71424,69.011356621
"768",68.35148,69.48488,69.026095868
"769",68.73678,69.48141,69.224178598
"770",68.97673,68.88311,69.347536893
"771",69.31931,68.83524,69.523657271
"772",68.80442,69.42378,69.258952322
"773",68.90434,68.82387,69.310321194
"774",69.80381,69.06951,69.772738721
"775",69.66712,69.18528,69.702466392
"776",70.38052,69.26989,70.069225332
"777",70.29892,68.83727,70.027274772
"778",71.02634,69.11594,70.401241394
"779",71.28432,69.39569,70.533868912
"780",72.03259,68.70258,70.918554519
"781",63.26539,70.39288,66.411336999
"782",64.87623,70.49606,67.239469843
"783",65.72722,70.11817,67.676963802
"784",66.13831,69.75304,67.888305171
"785",66.48902,70.25238,68.068605182
"786",66.06395,70.28837,67.850076695
"787",66.73532,69.71807,68.195228012
"788",67.12329,70.13835,68.394683389
"789",67.57161,70.41752,68.625164701
"790",68.18286,69.91638,68.939408326
"791",68.33868,69.7803,69.019515388
"792",68.14658,69.90789,68.920756778
"793",69.17022,70.29221,69.447010102
"794",69.17597,70.20136,69.449966177
"795",68.52789,70.42766,69.116788249
"796",68.84874,70.40239,69.281737234
"797",69.69833,70.65713,69.718511453
"798",69.86528,69.7276,69.804340448
"799",70.48646,70.45174,70.123689086
"800",71.16238,70.52536,70.471179558
"801",70.58946,70.45682,70.176641386
"802",70.54353,70.52011,70.153028773
"803",72.38576,70.25621,71.100119216
"804",73.18522,70.32714,71.511121602
"805",64.12344,71.39933,66.852460504
"806",64.62855,71.03487,67.112137555
"807",65.74244,71.61276,67.684788404
"808",67.11563,70.90129,68.390745383
"809",66.81497,71.36831,68.236176077
"810",68.38001,71.46158,69.040763141
"811",68.33835,71.22939,69.019345735
"812",68.25066,71.59368,68.974264306
"813",68.36488,71.6476,69.032984808
"814",68.67873,71.33885,69.194335093
"815",68.70293,71.13133,69.206776313
"816",69.0466,71.52388,69.38345706
"817",70.17375,70.95837,69.962924875
"818",69.86849,71.48199,69.805990709
"819",70.15821,70.85433,69.954935761
"820",70.24204,71.41922,69.998032764
"821",71.41811,71.30872,70.602650351
"822",70.66031,71.22321,70.213065371
"823",72.42614,71.4506,71.120878574
"824",73.04341,70.76122,71.438217081
"825",64.6891,72.65576,67.14326631
"826",67.09928,71.96434,68.382339848
"827",67.79858,72.3071,68.741849978
"828",68.37299,72.2446,69.037154159
"829",69.19364,72.38029,69.459050324
"830",68.5938,72.04211,69.15067258
"831",69.86969,71.77644,69.806607629
"832",70.17952,72.54877,69.965891232
"833",70.51811,72.57381,70.139960351
"834",71.00743,71.90584,70.391519763
"835",71.83086,72.62022,70.814845126
"836",72.81121,72.4218,71.318843061
"837",67.95451,73.13823,68.822013591
"838",67.81317,73.60773,68.749350697
"839",69.32812,73.2649,69.528186492
"840",70.45127,73.0769,70.105597907
"841",71.38916,73.69792,70.587767156
"842",72.31022,73.60551,71.061284102
"843",71.8821,72.87015,70.84118761
"844",64.61601,73.90142,67.105690741
"845",67.75382,74.32431,68.718838862
"846",69.90335,73.87776,69.823912235
"847",70.87039,74.20972,70.321067499
"848",72.71533,74.47833,71.269551153
"849",69.03942,75.07304,69.379765822
"850",72.44463,76.3516,71.130384283
"851",69.07253,78.36479,69.396787673
"852",70.1758,61.22021,69.96397878
"853",72.37219,72.63356,71.093142879
"854",59.63777,64.94291,64.546377557
"855",73.27737,73.02984,71.558495917
"856",68.12621,71.81569,68.910284561
"857",63.15234,65.29123,66.353217994
"858",66.00489,60.90911,67.819713949
"859",71.45303,72.131,70.620602723
"860",68.1456,70.98853,68.92025296
"861",65.25527,61.7019,67.434334307
"862",70.41584,67.51436,70.087383344
"863",68.38452,64.37789,69.043081732
"864",61.89133,63.2825,65.704932753
"865",64.98391,63.47892,67.294828131
"866",66.21887,63.66235,67.929721067
"867",59.48391,63.94637,64.467278131
"868",62.77645,63.93831,66.159972945
"869",63.86507,63.94722,66.719632487
"870",64.56486,64.08187,67.079394526
"871",65.60265,64.68702,67.612922365
"872",66.28333,64.38337,67.962859953
"873",70.55256,63.91132,70.157671096
"874",62.14539,64.84282,65.835544999
"875",64.37906,65.33216,66.983874746
"876",64.35191,65.2375,66.969916931
"877",64.91304,65.47348,67.258393864
"878",65.33085,65.16309,67.473189985
"879",65.17545,65.35727,67.393298845
"880",66.10285,65.59545,67.870075185
"881",66.05004,64.70258,67.842925564
"882",67.38231,64.76966,68.527845571
"883",67.83999,65.55892,68.763138859
"884",70.27309,65.42338,70.013995569
"885",63.19263,66.54624,66.373931083
"886",63.66834,65.70133,66.618493594
"887",64.12671,66.12315,66.854141611
"888",64.71388,66.2678,67.156005708
"889",65.14662,66.55539,67.378477342
"890",65.94428,66.42398,67.788554348
"891",65.67785,66.50633,67.651582685
"892",65.95134,66.27712,67.792183894
"893",67.30819,66.42142,68.489740479
"894",66.69404,66.25827,68.174005964
"895",66.56885,66.1285,68.109645785
"896",66.80951,66.53558,68.233369091
"897",68.24011,66.32575,68.968840551
"898",67.5344,66.11991,68.60603504
"899",68.4157,65.87925,69.05911137
"900",69.09588,65.70978,69.408791908
"901",70.81036,66.10198,70.290206076
"902",61.68183,67.57237,65.597228803
"903",63.04493,67.4361,66.297998513
"904",64.34945,67.00761,66.968652245
"905",63.89336,67.21048,66.734176376
"906",65.48176,67.1921,67.550772816
"907",64.726,67.39528,67.1622366
"908",64.65128,67.44979,67.123823048
"909",67.47271,68.18883,68.574320211
"910",66.76701,62.74094,68.211519841
"911",64.98147,66.34954,67.293573727
"912",69.38684,65.69966,69.558374444
"913",63.7123,68.36264,66.64109343
"914",64.63358,67.52548,67.114723478
"915",66.00037,67.24632,67.817390217
"916",65.96621,67.21519,67.799828561
"917",66.49751,67.45383,68.072969891
"918",66.27177,66.93472,67.956916957
"919",65.67892,67.6832,67.652132772
"920",66.86814,66.97218,68.263510774
"921",66.73495,66.73049,68.195037795
"922",66.53357,66.75153,68.091508337
"923",67.05051,67.4346,68.357267191
"924",67.04958,66.92896,68.356789078
"925",67.55908,67.49282,68.618723028
"926",67.58076,66.93944,68.629868716
"927",67.51942,67.03135,68.598333822
"928",68.12592,66.91542,68.910135472
"929",68.57465,66.97758,69.140827565
"930",68.52484,67.14932,69.115220244
"931",69.20286,67.53093,69.463790326
"932",69.7551,67.52202,69.74769691
"933",69.91868,67.27928,69.831793388
"934",70.50329,67.56893,70.132341389
"935",62.83528,67.75773,66.190217448
"936",63.24504,68.10565,66.400875064
"937",64.44602,68.49664,67.018298882
"938",64.31819,68.5851,66.952581479
"939",64.73521,67.85579,67.166971461
"940",64.72352,68.60796,67.160961632
"941",65.97741,68.19156,67.805586481
"942",65.63739,68.25828,67.630782199
"943",65.83449,68.15401,67.732111309
"944",65.87064,68.18623,67.750696024
"945",66.61001,68.16064,68.130806141
"946",66.75821,68.6097,68.206995761
"947",66.77012,68.34391,68.213118692
"948",67.21373,68.65678,68.441178593
"949",67.09047,68.51914,68.377810627
"950",66.93359,67.72093,68.297158619
"951",68.03852,67.96986,68.865203132
"952",67.98476,67.75073,68.837565116
"953",68.25046,68.09745,68.974161486
"954",68.26078,68.64602,68.979466998
"955",68.21235,68.2318,68.954569135
"956",68.54029,68.18244,69.123163089
"957",68.50469,68.15011,69.104861129
"958",69.13248,68.13611,69.427607968
"959",69.21981,68.10048,69.472504321
"960",69.34385,68.53037,69.536273285
"961",69.41153,68.37728,69.571067573
"962",70.25056,68.17652,70.002412896
"963",69.68641,67.7452,69.712383381
"964",70.51091,67.93037,70.136258831
"965",71.29598,68.25872,70.539863318
"966",72.20218,68.33639,71.005740738
"967",72.33929,68.27405,71.076228989
"968",62.91628,69.5816,66.231859548
"969",63.93525,68.70027,66.755712025
"970",64.59851,68.93075,67.096693991
"971",65.47401,68.78663,67.546788541
"972",65.864,69.0649,67.7472824
"973",66.30684,68.99285,67.974946444
"974",65.77587,68.99516,67.701974767
"975",66.48386,68.73929,68.065952426
"976",67.31983,69.47357,68.495724603
"977",67.39901,69.08392,68.536431041
"978",67.05939,69.07281,68.361832399
"979",68.45161,69.62286,69.077572701
"980",67.7061,69.35683,68.69430601
"981",68.08389,69.16149,68.888527849
"982",67.58923,68.81413,68.634223143
"983",67.80388,68.9529,68.744574708
"984",69.25919,69.47561,69.492749579
"985",69.05302,69.5506,69.386757582
"986",68.70921,69.38889,69.210004861
"987",69.02788,69.57241,69.373833108
"988",68.94943,69.37092,69.333501963
"989",68.81536,68.92229,69.264576576
"990",69.91801,68.71081,69.831448941
"991",70.45072,69.2671,70.105315152
"992",69.96349,68.74473,69.854830209
"993",69.75787,68.81509,69.749120967
"994",71.38281,69.47472,70.584502621
"995",71.08122,69.69307,70.429455202
"996",72.74936,69.65334,71.287045976
"997",65.26855,70.46902,67.441161555
"998",66.01549,70.00607,67.825163409
"999",65.5142,70.61711,67.56745022
"1000",65.62374,70.51318,67.623764734
"1001",65.92199,69.97204,67.777095059
"1002",67.11129,69.92313,68.388514189
"1003",66.89727,70.46938,68.278486507
"1004",67.94195,69.91923,68.815556495
"1005",67.7274,69.71908,68.70525634
"1006",67.54999,70.61155,68.614049859
"1007",67.96013,70.20868,68.824902833
"1008",68.83038,70.27586,69.272298358
"1009",69.43917,70.18348,69.585277297
"1010",68.55957,70.5115,69.133074937
"1011",69.10638,70.50015,69.414189958
"1012",70.4814,70.24017,70.12108774
"1013",69.92992,70.001,69.837571872
"1014",70.04238,70.21726,69.895387558
"1015",69.56779,70.20554,69.651400839
"1016",71.01077,69.97788,70.393236857
"1017",70.62603,70.36632,70.195442023
"1018",71.46383,70.38931,70.626155003
"1019",71.62112,70.18593,70.707017792
"1020",73.87758,70.23168,71.867063878
"1021",65.00573,70.74197,67.306045793
"1022",66.30354,71.47899,67.973249914
"1023",65.86743,71.41695,67.749045763
"1024",66.86667,71.20207,68.262755047
"1025",67.15958,70.87987,68.413340078
"1026",68.06904,71.26557,68.880893464
"1027",67.57382,71.41653,68.626300862
"1028",67.63354,71.24074,68.657002914
"1029",69.41356,71.15528,69.572111196
"1030",68.87192,71.20588,69.293654072
"1031",69.07779,70.98515,69.399491839
"1032",69.81177,71.35642,69.776830957
"1033",70.01463,71.21331,69.881121283
"1034",69.56649,71.59639,69.650732509
"1035",70.254,71.25854,70.0041814
"1036",70.68296,71.53325,70.224709736
"1037",70.87874,70.92787,70.325360234
"1038",72.45099,71.54787,71.133653959
"1039",73.04359,71.07293,71.438309619
"1040",74.40915,70.86163,72.140344015
"1041",67.40139,72.67319,68.537654599
"1042",66.53122,71.77245,68.090300202
"1043",68.04593,72.64278,68.869012613
"1044",68.82772,72.48159,69.270930852
"1045",69.33069,71.9078,69.529507729
"1046",70.34676,72.18324,70.051869316
"1047",70.173,72.55104,69.9625393
"1048",70.80883,72.33861,70.289419503
"1049",70.7029,72.07098,70.23496089
"1050",72.35959,72.30647,71.086665219
"1051",72.3661,72.05185,71.09001201
"1052",67.17534,72.75204,68.421442294
"1053",67.84045,72.79178,68.763375345
"1054",68.9053,73.50606,69.31081473
"1055",70.3752,73.68578,70.06649032
"1056",71.18523,72.79593,70.482926743
"1057",71.41254,73.41049,70.599786814
"1058",71.70673,73.02077,70.751029893
"1059",72.60072,73.20758,71.210630152
"1060",67.57652,74.49237,68.627688932
"1061",68.55814,73.81263,69.132339774
"1062",70.95019,73.81376,70.362092679
"1063",71.99783,73.82642,70.900684403
"1064",75.17469,73.81739,72.533908129
"1065",73.07157,75.57544,71.452694137
"1066",69.92407,77.23474,69.834564387
"1067",65.54323,60.05859,67.582374543
"1068",72.56261,76.81927,71.191037801
"1069",72.15051,66.72684,70.979177191
"1070",63.22006,58.79456,66.388032846
"1071",73.2645,67.89277,71.55187945
"1072",65.81296,61.04946,67.721042736
"1073",67.70657,59.81693,68.694547637
"1074",66.99681,70.75232,68.329660021
"1075",71.33181,68.26774,70.558283521
"1076",71.78314,69.30589,70.790312274
"1077",70.73837,69.30199,70.253196017
"1078",70.30609,67.015,70.030960869
